id,measurement_id,anatomy_id,update_timestamp,tx,ty,tz,r0,r1,r2,r3,method,obsolete,git_hash,git_repo,source_int_calibration_id,distortion_calibration_id,operator,display_time,click_count,keypress_count
104,1,2,"2025-02-10 13:21:00",-61.7778,-24.2588,500,0,0,0,1,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,7,5,0
105,1,1,"2025-02-10 13:21:00",-43.361,41.9725,500,0,0,0,1,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,7,5,0
106,1,2,"2025-02-10 13:33:28",-86.4308,-33.8119,500,0,0,0,1,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,333,29,25
107,1,1,"2025-02-10 13:33:28",35.1153,-16.3428,500,0,0,0.970563,0.240848,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,333,29,25
108,3,2,"2025-02-10 14:10:03",-28.3061,67.6783,465.928,-0.388056,0.369433,0.144632,0.831874,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,1149,196,0
109,3,1,"2025-02-10 14:10:03",-67.3049,63.8248,425.575,0.706852,-0.235201,-0.276887,-0.606939,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,1149,196,0
110,2,2,"2025-02-10 14:15:39",-19.5602,76.0513,466.76,-0.373468,0.384178,0.112329,0.836846,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,520,88,2
111,2,1,"2025-02-10 14:15:39",-54.3299,70.2874,439.156,0.661015,-0.283871,-0.29089,-0.630761,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,520,88,2
112,1,2,"2025-02-10 14:18:15",-8.05404,58.9933,470.711,-0.327546,0.344487,-0.00277923,0.879792,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,561,71,0
113,1,1,"2025-02-10 14:18:15",-37.5951,62.5033,447.271,-0.637934,0.294852,0.295009,0.647358,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,561,71,0
114,5,2,"2025-02-10 14:29:54",-56.7666,31.7079,461.26,-0.443359,0.309081,0.246856,0.804341,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,174,47,0
115,5,1,"2025-02-10 14:29:54",-75.3991,27.1538,430.48,0.639683,-0.289012,-0.413081,-0.580208,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,174,47,0
116,4,2,"2025-02-10 14:29:58",-25.2294,57.1693,465.831,-0.4003,0.401701,0.156996,0.808547,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,522,134,0
117,4,1,"2025-02-10 14:29:58",-72.232,45.8924,416.66,0.705179,-0.216576,-0.320776,-0.594071,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,522,134,0
118,5,2,"2025-02-10 14:30:59",-70.3667,39.5669,445.613,-0.501838,0.256679,0.213674,0.797883,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,228,58,0
119,5,1,"2025-02-10 14:30:59",-75.3991,27.1538,430.48,0.639683,-0.289012,-0.413081,-0.580208,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,228,58,0
120,6,2,"2025-02-10 14:43:22",-52.7584,26.376,440.014,-0.551611,0.422573,0.323572,0.642229,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,732,131,0
121,6,1,"2025-02-10 14:43:22",-81.2863,11.4558,431.385,0.686421,-0.277719,-0.404183,-0.536968,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,732,131,0
122,7,2,"2025-02-10 14:50:45",-66.241,9.47571,431.456,0.620145,-0.364537,-0.323639,-0.614646,MANMATCH,NULL,db72c7e0e2f41be9b14fc80de1a8f750fbb3c786,https://gitlab.ethz.ch/lmb/dupla/dupla_manmatch.git,99,99,root@localhost,435,95,0
